ZCTA,COUNTY,STATE,COUNTYFP
70774,Ascension Parish,LA,22005
71004,Caddo Parish,LA,22017
71101,Caddo Parish,LA,22017
71241,Union Parish,LA,22111
71260,Union Parish,LA,22111
71326,Catahoula Parish,LA,22025
71355,Avoyelles Parish,LA,22009
71459,Vernon Parish,LA,22115
71479,Winn Parish,LA,22127
00631,Adjuntas Municipio,,72001
63303,St. Charles County,MO,29183
63334,Pike County,MO,29163
63336,Pike County,MO,29163
63348,St. Charles County,MO,29183
63388,Callaway County,MO,29027
63468,Shelby County,MO,29205
63623,Iron County,MO,29093
63740,Scott County,MO,29201
63743,Cape Girardeau County,MO,29031
63942,Ripley County,MO,29181
64034,Jackson County,MO,29095
64062,Ray County,MO,29177
64088,Jackson County,MO,29095
64138,Jackson County,MO,29095
64429,Clinton County,MO,29049
64448,Buchanan County,MO,29021
64459,Andrew County,MO,29003
64493,Clinton County,MO,29049
64504,Buchanan County,MO,29021
64653,Linn County,MO,29115
64673,Mercer County,MO,29129
64762,Barton County,MO,29011
64783,Vernon County,MO,29217
64843,McDonald County,MO,29119
39335,Lauderdale County,MS,28075
39339,Winston County,MS,28159
39455,Lamar County,MS,28073
39556,Hancock County,MS,28045
39641,Lawrence County,MS,28077
39739,Noxubee County,MS,28103
39755,Clay County,MS,28025
38326,Hardin County,TN,47071
38611,Marshall County,MS,28093
38645,Coahoma County,MS,28027
38658,Panola County,MS,28107
38753,Sunflower County,MS,28133
38828,Union County,MS,28145
38846,Alcorn County,MS,28003
38913,Calhoun County,MS,28013
39041,Hinds County,MS,28049
39095,Holmes County,MS,28051
39152,Smith County,MS,28129
39203,Hinds County,MS,28049
39232,Rankin County,MS,28121
39358,Kemper County,MS,28069
39477,Jones County,MS,28067
39565,Jackson County,MS,28059
40009,Marion County,KY,21155
40047,Bullitt County,KY,21029
40052,Nelson County,KY,21179
40076,Shelby County,KY,21211
40143,Breckinridge County,KY,21027
40161,Meade County,KY,21163
40222,Jefferson County,KY,21111
40243,Jefferson County,KY,21111
40313,Rowan County,KY,21205
40360,Bath County,KY,21011
40447,Jackson County,KY,21109
40517,Fayette County,KY,21067
40810,Harlan County,KY,21095
40816,Leslie County,KY,21131
40941,Clay County,KY,21051
41001,Campbell County,KY,21037
41052,Grant County,KY,21081
41098,Owen County,KY,21187
41139,Greenup County,KY,21089
41262,Martin County,KY,21159
41390,Breathitt County,KY,21025
41560,Pike County,KY,21195
41619,Floyd County,KY,21071
41727,Perry County,KY,21193
41745,Perry County,KY,21193
65024,Osage County,MO,29151
65048,Osage County,MO,29151
65260,Randolph County,MO,29175
65281,Chariton County,MO,29041
65483,Texas County,MO,29215
65584,Pulaski County,MO,29169
65627,Taney County,MO,29213
65660,Wright County,MO,29229
65705,Christian County,MO,29043
65752,Dade County,MO,29057
65784,Ozark County,MO,29153
63013,Franklin County,MO,29071
63015,Franklin County,MO,29071
63016,Jefferson County,MO,29099
63019,Jefferson County,MO,29099
63041,Franklin County,MO,29071
63055,Franklin County,MO,29071
63089,Franklin County,MO,29071
63110,St. Louis city,MO,29510
63301,St. Charles County,MO,29183
63350,Montgomery County,MO,29139
63439,Shelby County,MO,29205
63501,Adair County,MO,29001
63555,Scotland County,MO,29199
70559,Acadia Parish,LA,22001
70615,Calcasieu Parish,LA,22019
70725,Ascension Parish,LA,22005
70730,East Feliciana Parish,LA,22037
70782,West Feliciana Parish,LA,22125
70811,East Baton Rouge Parish,LA,22033
71044,Caddo Parish,LA,22017
71105,Caddo Parish,LA,22017
71245,Lincoln Parish,LA,22061
71254,East Carroll Parish,LA,22035
71323,Avoyelles Parish,LA,22009
71351,Avoyelles Parish,LA,22009
71422,Winn Parish,LA,22127
71462,Sabine Parish,LA,22085
71483,Winn Parish,LA,22127
70030,St. Charles Parish,LA,22089
70032,St. Bernard Parish,LA,22087
70043,St. Bernard Parish,LA,22087
70050,Plaquemines Parish,LA,22075
70083,Plaquemines Parish,LA,22075
70092,St. Bernard Parish,LA,22087
70139,Orleans Parish,LA,22071
70427,Washington Parish,LA,22117
70456,Tangipahoa Parish,LA,22105
38619,Panola County,MS,28107
38632,DeSoto County,MS,28033
38641,DeSoto County,MS,28033
38652,Union County,MS,28145
38680,DeSoto County,MS,28033
38720,Bolivar County,MS,28011
38744,Washington County,MS,28151
38772,Bolivar County,MS,28011
38920,Tallahatchie County,MS,28135
38930,Leflore County,MS,28083
38943,Carroll County,MS,28015
39082,Simpson County,MS,28127
39154,Hinds County,MS,28049
39307,Lauderdale County,MS,28075
39421,Jefferson Davis County,MS,28065
39465,Forrest County,MS,28035
39564,Jackson County,MS,28059
39643,Marion County,MS,28091
39664,Amite County,MS,28005
39772,Choctaw County,MS,28019
38618,Tate County,MS,28137
38620,Panola County,MS,28107
38761,Sunflower County,MS,28133
38821,Monroe County,MS,28095
41838,Letcher County,KY,21133
42041,Fulton County,KY,21075
42133,Monroe County,KY,21171
42207,Edmonson County,KY,21061
42276,Logan County,KY,21141
42413,Hopkins County,KY,21107
42503,Pulaski County,KY,21199
42647,McCreary County,KY,21147
42722,Hart County,KY,21099
40803,Leslie County,KY,21131
40003,Shelby County,KY,21211
40025,Jefferson County,KY,21111
40040,Washington County,KY,21229
40071,Spencer County,KY,21215
40215,Jefferson County,KY,21111
40346,Menifee County,KY,21165
40391,Clark County,KY,21049
40502,Fayette County,KY,21067
40744,Laurel County,KY,21125
40902,Bell County,KY,21013
40949,Knox County,KY,21121
41006,Pendleton County,KY,21191
41049,Fleming County,KY,21069
41086,Gallatin County,KY,21077
70537,Acadia Parish,LA,22001
70651,Allen Parish,LA,22003
70737,Ascension Parish,LA,22005
70747,Pointe Coupee Parish,LA,22077
70762,Pointe Coupee Parish,LA,22077
71001,Claiborne Parish,LA,22027
71027,De Soto Parish,LA,22031
71061,Caddo Parish,LA,22017
71082,Caddo Parish,LA,22017
71238,Jackson Parish,LA,22049
71302,Rapides Parish,LA,22079
71354,Concordia Parish,LA,22029
71373,Concordia Parish,LA,22029
71450,Natchitoches Parish,LA,22069
71468,Natchitoches Parish,LA,22069
71474,Vernon Parish,LA,22115
70031,St. Charles Parish,LA,22089
70084,St. John the Baptist Parish,LA,22095
70118,Orleans Parish,LA,22071
70345,Lafourche Parish,LA,22057
70359,Terrebonne Parish,LA,22109
30009,Fulton County,GA,13121
30045,Gwinnett County,GA,13135
30047,Gwinnett County,GA,13135
30054,Newton County,GA,13217
30094,Rockdale County,GA,13247
30132,Paulding County,GA,13223
30180,Carroll County,GA,13045
30233,Butts County,GA,13035
30295,Pike County,GA,13231
30340,DeKalb County,GA,13089
30434,Jefferson County,GA,13163
30467,Screven County,GA,13251
30504,Hall County,GA,13139
30528,White County,GA,13311
30575,Jackson County,GA,13157
30728,Walker County,GA,13295
31033,Jones County,GA,13169
31069,Houston County,GA,13153
31078,Crawford County,GA,13079
31312,Effingham County,GA,13103
31410,Chatham County,GA,13051
31546,Wayne County,GA,13305
31624,Atkinson County,GA,13003
31649,Lanier County,GA,13173
38850,Chickasaw County,MS,28017
38856,Prentiss County,MS,28117
38915,Calhoun County,MS,28013
38952,Leflore County,MS,28083
39071,Madison County,MS,28089
39145,Rankin County,MS,28121
39272,Hinds County,MS,28049
39342,Lauderdale County,MS,28075
39355,Clarke County,MS,28023
39439,Jasper County,MS,28061
39478,Walthall County,MS,28147
39648,Pike County,MS,28113
39668,Jefferson County,MS,28063
39745,Montgomery County,MS,28097
38614,Coahoma County,MS,28027
38617,Coahoma County,MS,28027
38621,Panola County,MS,28107
38635,Marshall County,MS,28093
38665,Tate County,MS,28137
38771,Sunflower County,MS,28133
38863,Pontotoc County,MS,28115
38927,Tallahatchie County,MS,28135
38948,Yalobusha County,MS,28161
38964,Quitman County,MS,28119
41124,Lawrence County,KY,21127
41201,Lawrence County,KY,21127
41425,Morgan County,KY,21175
41539,Pike County,KY,21195
41553,Pike County,KY,21195
41603,Floyd County,KY,21071
41640,Knott County,KY,21119
41840,Letcher County,KY,21133
42003,McCracken County,KY,21145
42081,Livingston County,KY,21139
42104,Warren County,KY,21227
42171,Warren County,KY,21227
42285,Edmonson County,KY,21061
42324,Muhlenberg County,KY,21177
42411,Caldwell County,KY,21033
42518,Wayne County,KY,21231
42653,McCreary County,KY,21147
38549,Pickett County,TN,47137
40010,Oldham County,KY,21185
40051,Nelson County,KY,21179
40121,Hardin County,KY,21093
40157,Meade County,KY,21163
40217,Jefferson County,KY,21111
40219,Jefferson County,KY,21111
00647,Guánica Municipio,,72055
00720,Orocovis Municipio,,72107
00745,Río Grande Municipio,,72119
00950,Dorado Municipio,,72051
00956,Bayamón Municipio,,72021
00961,Bayamón Municipio,,72021
00983,Carolina Municipio,,72031
00603,Aguadilla Municipio,,72005
00612,Arecibo Municipio,,72013
00637,Sabana Grande Municipio,,72121
00690,Aguadilla Municipio,,72005
00783,Corozal Municipio,,72047
00953,Toa Alta Municipio,,72135
00971,Guaynabo Municipio,,72061
00606,Maricao Municipio,,72093
00664,Jayuya Municipio,,72073
00693,Vega Baja Municipio,,72145
00757,Santa Isabel Municipio,,72133
00926,San Juan Municipio,,72127
00601,Adjuntas Municipio,,72001
00676,Moca Municipio,,72099
00735,Ceiba Municipio,,72037
00772,Loíza Municipio,,72087
00624,Peñuelas Municipio,,72111
72417,Craighead County,AR,05031
72432,Poinsett County,AR,05111
72442,Mississippi County,AR,05093
72455,Randolph County,AR,05121
72521,Sharp County,AR,05135
72542,Sharp County,AR,05135
72572,Lawrence County,AR,05075
72623,Baxter County,AR,05005
72672,Marion County,AR,05089
72732,Benton County,AR,05007
72843,Pope County,AR,05115
72901,Sebastian County,AR,05131
31705,Dougherty County,GA,13095
31764,Sumter County,GA,13261
31789,Worth County,GA,13321
31807,Harris County,GA,13145
31909,Muscogee County,GA,13215
39861,Early County,GA,13099
30002,DeKalb County,GA,13089
30004,Fulton County,GA,13121
30012,Rockdale County,GA,13247
30024,Gwinnett County,GA,13135
39113,Issaquena County,MS,28055
39117,Scott County,MS,28123
39153,Smith County,MS,28129
39169,Holmes County,MS,28051
39323,Newton County,MS,28101
39367,Wayne County,MS,28153
39429,Marion County,MS,28091
39466,Pearl River County,MS,28109
39553,Jackson County,MS,28059
39744,Webster County,MS,28155
27016,Stokes County,NC,37169
27027,Rockingham County,NC,37157
27260,Guilford County,NC,37081
27311,Caswell County,NC,37033
27340,Alamance County,NC,37001
27518,Wake County,NC,37183
27569,Johnston County,NC,37101
27608,Wake County,NC,37183
27812,Pitt County,NC,37147
27826,Hyde County,NC,37095
27874,Halifax County,NC,37083
27883,Wilson County,NC,37195
27928,Washington County,NC,37187
40334,Bath County,KY,21011
40351,Rowan County,KY,21205
40356,Jessamine County,KY,21113
40380,Powell County,KY,21197
40437,Lincoln County,KY,21137
40508,Fayette County,KY,21067
40844,Leslie County,KY,21131
40874,Leslie County,KY,21131
41007,Campbell County,KY,21037
41035,Grant County,KY,21081
41144,Greenup County,KY,21089
41234,Johnson County,KY,21115
41257,Johnson County,KY,21115
41472,Morgan County,KY,21175
41544,Pike County,KY,21195
41566,Pike County,KY,21195
41636,Floyd County,KY,21071
41719,Perry County,KY,21193
41759,Knott County,KY,21119
41859,Knott County,KY,21119
42025,Marshall County,KY,21157
42031,Hickman County,KY,21105
42083,Livingston County,KY,21139
42141,Barren County,KY,21009
46001,Madison County,IN,18095
46011,Madison County,IN,18095
46013,Madison County,IN,18095
46032,Hamilton County,IN,18057
46104,Rush County,IN,18139
46124,Shelby County,IN,18145
46173,Rush County,IN,18139
46221,Marion County,IN,18097
46241,Marion County,IN,18097
46304,Porter County,IN,18127
46342,Lake County,IN,18089
46360,LaPorte County,IN,18091
46410,Lake County,IN,18089
46545,St. Joseph County,IN,18141
46703,Steuben County,IN,18151
46807,Allen County,IN,18003
46947,Cass County,IN,18017
46991,Grant County,IN,18053
47017,Ripley County,IN,18137
47043,Switzerland County,IN,18155
47122,Floyd County,IN,18043
47143,Clark County,IN,18019
47161,Harrison County,IN,18061
47223,Jennings County,IN,18079
30071,Gwinnett County,GA,13135
30080,Cobb County,GA,13067
30092,Gwinnett County,GA,13135
30097,Gwinnett County,GA,13135
30152,Cobb County,GA,13067
30257,Lamar County,GA,13171
30268,Fulton County,GA,13121
30297,Clayton County,GA,13063
30316,DeKalb County,GA,13089
30421,Tattnall County,GA,13267
30471,Emanuel County,GA,13107
30519,Gwinnett County,GA,13135
30536,Gilmer County,GA,13123
30565,Jackson County,GA,13157
30620,Barrow County,GA,13013
30739,Walker County,GA,13295
30742,Catoosa County,GA,13047
30823,Jefferson County,GA,13163
31006,Taylor County,GA,13269
31065,Laurens County,GA,13175
31098,Houston County,GA,13153
31322,Chatham County,GA,13051
31326,Effingham County,GA,13103
31562,Charlton County,GA,13049
31632,Lowndes County,GA,13185
28040,Rutherford County,NC,37161
28088,Rowan County,NC,37159
28112,Union County,NC,37179
28163,Stanly County,NC,37167
28269,Mecklenburg County,NC,37119
28314,Cumberland County,NC,37051
28344,Sampson County,NC,37163
28356,Cumberland County,NC,37051
28379,Richmond County,NC,37153
28434,Bladen County,NC,37017
28529,Pamlico County,NC,37137
28573,Jones County,NC,37103
28594,,,
28675,Alleghany County,NC,37005
28692,Watauga County,NC,37189
28729,Henderson County,NC,37089
28783,Jackson County,NC,37099
27969,Gates County,NC,37073
27013,Rowan County,NC,37159
27040,Forsyth County,NC,37067
27041,Surry County,NC,37171
27047,Surry County,NC,37171
27229,Montgomery County,NC,37123
27315,Caswell County,NC,37033
42232,Christian County,KY,21047
42274,Warren County,KY,21227
42344,Muhlenberg County,KY,21177
42368,Hancock County,KY,21091
42553,Pulaski County,KY,21199
42712,Grayson County,KY,21085
42776,Hardin County,KY,21093
42782,Green County,KY,21087
40019,Henry County,KY,21103
40046,Spencer County,KY,21215
40058,Henry County,KY,21103
40171,Breckinridge County,KY,21027
40209,Jefferson County,KY,21111
40316,Menifee County,KY,21165
40342,Anderson County,KY,21005
40409,Rockcastle County,KY,21203
40461,Garrard County,KY,21079
40845,Bell County,KY,21013
40868,Leslie County,KY,21131
41004,Bracken County,KY,21023
41048,Boone County,KY,21015
41074,Campbell County,KY,21037
41189,Lewis County,KY,21135
47327,Wayne County,IN,18177
47342,Delaware County,IN,18035
47360,Henry County,IN,18065
47393,Wayne County,IN,18177
47462,Lawrence County,IN,18093
47524,Knox County,IN,18083
47541,Dubois County,IN,18037
47551,Perry County,IN,18123
47612,Posey County,IN,18129
47711,Vanderburgh County,IN,18163
47846,Clay County,IN,18021
47920,Tippecanoe County,IN,18157
47992,Tippecanoe County,IN,18157
46038,Hamilton County,IN,18057
46050,Clinton County,IN,18023
46068,Tipton County,IN,18159
46126,Shelby County,IN,18145
46157,Morgan County,IN,18109
46208,Marion County,IN,18097
46228,Marion County,IN,18097
46356,Lake County,IN,18089
46374,Starke County,IN,18149
46408,Lake County,IN,18089
31738,Thomas County,GA,13275
31778,Brooks County,GA,13027
31805,Chattahoochee County,GA,13053
39826,Terrell County,GA,13273
39866,Calhoun County,GA,13037
30011,Barrow County,GA,13013
30013,Rockdale County,GA,13247
30030,DeKalb County,GA,13089
30043,Gwinnett County,GA,13135
30104,Polk County,GA,13233
30135,Douglas County,GA,13097
30206,Pike County,GA,13231
30251,Meriwether County,GA,13199
30455,Screven County,GA,13251
30560,Fannin County,GA,13111
30641,Walton County,GA,13297
30730,Chattooga County,GA,13055
30757,Dade County,GA,13083
30809,Columbia County,GA,13073
31012,Dodge County,GA,13091
31054,Wilkinson County,GA,13319
31088,Houston County,GA,13153
31307,Effingham County,GA,13103
31527,Glynn County,GA,13127
27317,Randolph County,NC,37151
27355,Randolph County,NC,37151
27360,Davidson County,NC,37057
27377,Guilford County,NC,37081
27523,Chatham County,NC,37037
27544,Vance County,NC,37181
27616,Wake County,NC,37183
27849,Bertie County,NC,37015
27865,Beaufort County,NC,37013
27916,Currituck County,NC,37053
27947,Currituck County,NC,37053
27973,Currituck County,NC,37053
28007,Anson County,NC,37007
28072,Rowan County,NC,37159
28097,Stanly County,NC,37167
28133,Anson County,NC,37007
28207,Mecklenburg County,NC,37119
28338,Richmond County,NC,37153
28374,Moore County,NC,37125
28425,Pender County,NC,37141
28439,Columbus County,NC,37047
28450,Columbus County,NC,37047
28462,Brunswick County,NC,37019
28470,Brunswick County,NC,37019
41274,Johnson County,KY,21115
41616,Floyd County,KY,21071
41643,Knott County,KY,21119
41653,Floyd County,KY,21071
41746,Perry County,KY,21193
41821,Letcher County,KY,21133
42040,Graves County,KY,21083
42060,Ballard County,KY,21007
42328,Ohio County,KY,21183
42348,Hancock County,KY,21091
42406,Henderson County,KY,21101
42452,Henderson County,KY,21101
42544,Pulaski County,KY,21199
42715,Adair County,KY,21001
40023,Jefferson County,KY,21111
40033,Marion County,KY,21155
40059,Oldham County,KY,21185
40067,Shelby County,KY,21211
40144,Breckinridge County,KY,21027
40203,Jefferson County,KY,21111
40213,Jefferson County,KY,21111
40312,Powell County,KY,21197
40376,Powell County,KY,21197
40484,Lincoln County,KY,21137
46506,Marshall County,IN,18099
46511,Marshall County,IN,18099
46574,St. Joseph County,IN,18141
46580,Kosciusko County,IN,18085
46701,Noble County,IN,18113
46770,Wells County,IN,18179
46785,DeKalb County,IN,18033
46835,Allen County,IN,18003
46929,Carroll County,IN,18015
46962,Wabash County,IN,18169
47010,Franklin County,IN,18047
47032,Dearborn County,IN,18029
47042,Ripley County,IN,18137
47229,Jackson County,IN,18071
47356,Henry County,IN,18065
47369,Jay County,IN,18075
47431,Owen County,IN,18119
47469,Orange County,IN,18117
47512,Knox County,IN,18083
47537,Spencer County,IN,18147
47639,Gibson County,IN,18051
47861,Sullivan County,IN,18153
47904,Tippecanoe County,IN,18157
47929,White County,IN,18181
31545,Wayne County,GA,13305
31568,Camden County,GA,13039
31709,Sumter County,GA,13261
31733,Irwin County,GA,13155
31783,Turner County,GA,13287
31812,Talbot County,GA,13263
39827,Grady County,GA,13131
39870,Baker County,GA,13007
30021,DeKalb County,GA,13089
30028,Forsyth County,GA,13117
30035,DeKalb County,GA,13089
30046,Gwinnett County,GA,13135
30110,Haralson County,GA,13143
30184,Bartow County,GA,13015
30234,Butts County,GA,13035
30273,Clayton County,GA,13063
30305,Fulton County,GA,13121
30339,Cobb County,GA,13067
30401,Emanuel County,GA,13107
30470,Treutlen County,GA,13283
30543,Hall County,GA,13139
30563,Habersham County,GA,13137
30607,Jackson County,GA,13157
30650,Morgan County,GA,13211
28538,Greene County,NC,37079
28602,Catawba County,NC,37035
28655,Burke County,NC,37023
28672,Ashe County,NC,37009
28704,Buncombe County,NC,37021
28735,Henderson County,NC,37089
28756,Polk County,NC,37149
28803,Buncombe County,NC,37021
28902,Clay County,NC,37043
28136,Cleveland County,NC,37045
27006,Davie County,NC,37059
27017,Surry County,NC,37171
27019,Stokes County,NC,37169
27024,Surry County,NC,37171
27106,Forsyth County,NC,37067
27208,Chatham County,NC,37037
27235,Guilford County,NC,37081
27243,Orange County,NC,37135
27314,Caswell County,NC,37033
27514,Orange County,NC,37135
27534,Wayne County,NC,37191
27557,Nash County,NC,37127
27581,Granville County,NC,37077
40489,Lincoln County,KY,21137
40601,Franklin County,KY,21073
40741,Laurel County,KY,21125
40823,Harlan County,KY,21095
40903,Knox County,KY,21121
40982,Knox County,KY,21121
41015,Kenton County,KY,21117
41042,Boone County,KY,21015
41102,Boyd County,KY,21019
41222,Johnson County,KY,21115
41465,Magoffin County,KY,21153
41562,Pike County,KY,21195
41563,Pike County,KY,21195
41722,Knott County,KY,21119
41826,Letcher County,KY,21133
42032,Hickman County,KY,21105
42048,Marshall County,KY,21157
42154,Metcalfe County,KY,21169
42343,Ohio County,KY,21183
42445,Caldwell County,KY,21033
42458,Henderson County,KY,21101
42634,McCreary County,KY,21147
42762,Grayson County,KY,21085
40006,Trimble County,KY,21223
47978,Jasper County,IN,18073
46031,Hamilton County,IN,18057
46036,Madison County,IN,18095
46051,Madison County,IN,18095
46074,Hamilton County,IN,18057
46115,Rush County,IN,18139
46168,Hendricks County,IN,18063
46216,Marion County,IN,18097
46250,Marion County,IN,18097
46340,LaPorte County,IN,18091
46365,LaPorte County,IN,18091
46555,Kosciusko County,IN,18085
46738,DeKalb County,IN,18033
46781,Wells County,IN,18179
46845,Allen County,IN,18003
46978,Cass County,IN,18017
47041,Ripley County,IN,18137
47124,Floyd County,IN,18043
47137,Meade County,KY,21163
47220,Jackson County,IN,18071
47341,Wayne County,IN,18177
47368,Randolph County,IN,18135
47394,Randolph County,IN,18135
30711,Murray County,GA,13213
30738,Dade County,GA,13083
30753,Chattooga County,GA,13055
30815,Richmond County,GA,13245
31020,Twiggs County,GA,13289
31031,Wilkinson County,GA,13319
31085,Jasper County,GA,13159
31211,Jones County,GA,13169
31419,Chatham County,GA,13051
31516,Pierce County,GA,13229
31558,Camden County,GA,13039
31768,Colquitt County,GA,13071
31816,Meriwether County,GA,13199
39817,Decatur County,GA,13087
39877,Terrell County,GA,13273
30019,Gwinnett County,GA,13135
30022,Fulton County,GA,13121
30039,Gwinnett County,GA,13135
30044,Gwinnett County,GA,13135
30076,Fulton County,GA,13121
30114,Cherokee County,GA,13057
30125,Polk County,GA,13233
30189,Cherokee County,GA,13057
30213,Fulton County,GA,13121
27609,Wake County,NC,37183
27614,Wake County,NC,37183
27805,Bertie County,NC,37015
27809,Edgecombe County,NC,37065
27843,Martin County,NC,37117
27870,Halifax County,NC,37083
27919,Perquimans County,NC,37143
27942,Hertford County,NC,37091
27959,,,
28054,Gaston County,NC,37071
28129,Stanly County,NC,37167
28135,Anson County,NC,37007
28168,Lincoln County,NC,37109
28217,Mecklenburg County,NC,37119
28311,Cumberland County,NC,37051
28351,Scotland County,NC,37165
28376,Hoke County,NC,37093
28441,Sampson County,NC,37163
28461,Brunswick County,NC,37019
28523,Craven County,NC,37049
28530,Pitt County,NC,37147
28611,Caldwell County,NC,37027
28635,Wilkes County,NC,37193
28709,Buncombe County,NC,37021
40011,Henry County,KY,21103
40012,Nelson County,KY,21179
40031,Oldham County,KY,21185
40037,Marion County,KY,21155
40056,Oldham County,KY,21185
40077,Oldham County,KY,21185
40111,Breckinridge County,KY,21027
40140,Breckinridge County,KY,21027
40206,Jefferson County,KY,21111
40372,Mercer County,KY,21167
40515,Fayette County,KY,21067
40734,Knox County,KY,21121
40856,Bell County,KY,21013
40927,Harlan County,KY,21095
40940,Whitley County,KY,21235
41064,Robertson County,KY,21201
41230,Lawrence County,KY,21127
41264,Lawrence County,KY,21127
41572,Pike County,KY,21195
41606,Floyd County,KY,21071
41667,Floyd County,KY,21071
41812,Letcher County,KY,21133
41825,Letcher County,KY,21133
41845,Letcher County,KY,21133
47403,Monroe County,IN,18105
47452,Orange County,IN,18117
47460,Owen County,IN,18119
47531,Spencer County,IN,18147
47580,Dubois County,IN,18037
47637,Warrick County,IN,18173
47850,Sullivan County,IN,18153
47928,Vermillion County,IN,18165
47967,Montgomery County,IN,18107
46945,Fulton County,IN,18049
46035,Clinton County,IN,18023
46040,Hancock County,IN,18059
46041,Clinton County,IN,18023
46044,Madison County,IN,18095
46122,Hendricks County,IN,18063
46146,Rush County,IN,18139
46171,Putnam County,IN,18133
46202,Marion County,IN,18097
46311,Lake County,IN,18089
46375,Lake County,IN,18089
46402,Lake County,IN,18089
46542,Kosciusko County,IN,18085
46573,St. Joseph County,IN,18141
46616,St. Joseph County,IN,18141
30252,Henry County,GA,13151
30276,Coweta County,GA,13077
30294,Henry County,GA,13151
30439,Candler County,GA,13043
30457,Treutlen County,GA,13283
30513,Fannin County,GA,13111
30635,Elbert County,GA,13105
30708,Murray County,GA,13213
30901,Richmond County,GA,13245
31025,Houston County,GA,13153
31087,Hancock County,GA,13141
31316,Long County,GA,13183
31535,Coffee County,GA,13069
31626,Thomas County,GA,13275
31707,Dougherty County,GA,13095
31763,Lee County,GA,13177
31823,Harris County,GA,13145
39815,Decatur County,GA,13087
39897,Grady County,GA,13131
30008,Cobb County,GA,13067
30014,Newton County,GA,13217
30016,Newton County,GA,13217
30038,DeKalb County,GA,13089
28726,Henderson County,NC,37089
28745,Haywood County,NC,37087
28781,Macon County,NC,37113
28789,Jackson County,NC,37099
27014,Davie County,NC,37059
27020,Yadkin County,NC,37197
27025,Rockingham County,NC,37157
27042,Stokes County,NC,37169
27107,Davidson County,NC,37057
27233,Randolph County,NC,37151
27281,Moore County,NC,37125
27349,Alamance County,NC,37001
27409,Guilford County,NC,37081
27574,Person County,NC,37145
27701,Durham County,NC,37063
27834,Pitt County,NC,37147
27888,Greene County,NC,37079
27923,,,
27932,Chowan County,NC,37041
27967,Bertie County,NC,37015
28012,Gaston County,NC,37071
28073,Cleveland County,NC,37045
28208,Mecklenburg County,NC,37119
42064,Crittenden County,KY,21055
42124,Metcalfe County,KY,21169
42240,Christian County,KY,21047
42325,Muhlenberg County,KY,21177
42371,McLean County,KY,21149
42409,Webster County,KY,21233
42539,Casey County,KY,21045
42746,Hart County,KY,21099
42252,Butler County,KY,21031
40004,Nelson County,KY,21179
40007,Henry County,KY,21103
40013,Nelson County,KY,21179
40050,Henry County,KY,21103
40055,Oldham County,KY,21185
40146,Breckinridge County,KY,21027
40322,Menifee County,KY,21165
40353,Montgomery County,KY,21173
40444,Garrard County,KY,21079
40759,Whitley County,KY,21235
40819,Harlan County,KY,21095
40943,Knox County,KY,21121
41002,Bracken County,KY,21023
41034,Mason County,KY,21161
41129,Boyd County,KY,21019
04280,Androscoggin County,ME,23001
99173,Stevens County,WA,53065
99321,Grant County,WA,53025
99354,Benton County,WA,53005
98003,King County,WA,53033
98007,King County,WA,53033
98024,King County,WA,53033
98042,King County,WA,53033
98122,King County,WA,53033
98220,Whatcom County,WA,53073
98296,Snohomish County,WA,53061
98331,Jefferson County,WA,53031
98365,Jefferson County,WA,53031
98387,Pierce County,WA,53053
98439,Pierce County,WA,53053
98536,Grays Harbor County,WA,53027
98572,Lewis County,WA,53041
98586,Pacific County,WA,53049
98616,Skamania County,WA,53059
98640,Pacific County,WA,53049
98830,Douglas County,WA,53017
98856,Okanogan County,WA,53047
98932,Yakima County,WA,53077
99016,Spokane County,WA,53063
99027,Spokane County,WA,53063
77044,Harris County,TX,48201
77059,Harris County,TX,48201
77064,Harris County,TX,48201
77073,Harris County,TX,48201
77092,Harris County,TX,48201
77369,Liberty County,TX,48291
77374,Hardin County,TX,48199
77459,Fort Bend County,TX,48157
77475,Colorado County,TX,48089
77531,Brazoria County,TX,48039
77581,Brazoria County,TX,48039
77611,Orange County,TX,48361
77703,Jefferson County,TX,48245
77835,Washington County,TX,48477
77868,Grimes County,TX,48185
78006,Kendall County,TX,48259
78010,Kerr County,TX,48265
78021,La Salle County,TX,48283
78061,Frio County,TX,48163
78102,Bee County,TX,48025
78163,Comal County,TX,48091
78240,Bexar County,TX,48029
78344,Webb County,TX,48479
78357,Duval County,TX,48131
78383,Live Oak County,TX,48297
96857,Honolulu County,HI,15003
96859,Honolulu County,HI,15003
04281,Oxford County,ME,23017
04354,Waldo County,ME,23027
99144,Lincoln County,WA,53043
99159,Lincoln County,WA,53043
99176,Whitman County,WA,53075
99179,Whitman County,WA,53075
99206,Spokane County,WA,53063
99212,Spokane County,WA,53063
99350,Benton County,WA,53005
98014,King County,WA,53033
98043,Snohomish County,WA,53061
98056,King County,WA,53033
98058,King County,WA,53033
98087,Snohomish County,WA,53061
98155,King County,WA,53033
98267,Skagit County,WA,53057
98272,Snohomish County,WA,53061
98372,Pierce County,WA,53053
98381,Clallam County,WA,53009
98421,Pierce County,WA,53053
98446,Pierce County,WA,53053
98524,Mason County,WA,53045
98589,Thurston County,WA,53067
98617,Klickitat County,WA,53039
98663,Clark County,WA,53011
98802,Douglas County,WA,53017
78402,Nueces County,TX,48355
78406,Nueces County,TX,48355
